"emp_no","last_name","first_name","hire_date"
205536,"Huxford","Katsuo","1986-05-17"
420195,"Zastre","Khalil","1986-04-30"
106166,"Lukaszewicz","Sahrah","1986-12-17"
78082,"Fontan","Dung","1986-01-21"
32570,"Hambrick","Peer","1986-09-05"
87962,"Gornas","Kish","1986-02-23"
493390,"DuCasse","Perla","1986-10-17"
107813,"Puppo","Rildo","1986-04-30"
402078,"Georgatos","Shigeo","1986-09-20"
70951,"Schapire","Berhard","1986-01-15"
68238,"Debuse","Shaibal","1986-08-14"
431198,"Prenel","Gill","1986-10-21"
285674,"Chartres","Yinlin","1986-04-28"
25352,"Ranta","Moie","1986-09-09"
55529,"Danecki","Kensei","1986-04-27"
78770,"Miculan","Erzsebet","1986-09-19"
257242,"Ramsey","Gianluca","1986-10-12"
468129,"Hanratty","Tzvetan","1986-12-22"
287023,"Morrin","George","1986-01-10"
278240,"Nitsch","Youssef","1986-03-10"
463515,"Vesna","Kamran","1986-09-23"
21006,"Gente","Rayond","1986-08-03"
483601,"Varker","Duangkaew","1986-08-15"
84592,"Ressouche","Xinglin","1986-06-21"
218276,"Ranze","Youjian","1986-11-21"
435014,"Keohane","Leaf","1986-10-10"
413797,"Perfilyeva","Tesuya","1986-10-28"
260881,"Binkley","Naftaly","1986-06-13"
290834,"Bernick","Yonghong","1986-10-16"
289911,"Puoti","Jayesh","1986-06-11"
74270,"Vieri","Janche","1986-02-19"
91394,"Samarati","Mabhin","1986-03-15"
219678,"Kalloufi","Yechiam","1986-10-22"
486720,"Kumaresan","Gou","1986-06-15"
461823,"dAstous","Bogdan","1986-05-28"
75133,"Spataro","Tayeb","1986-05-29"
476348,"Pettis","Dung","1986-12-09"
409612,"Simmel","Gil","1986-06-21"
55844,"Bernini","Sampalli","1986-03-02"
456093,"Ramaiah","Flemming","1986-07-11"
275243,"Huhdanpaa","Eirik","1986-07-04"
224892,"Back","Kousuke","1986-03-15"
452929,"Ebeling","Yinlin","1986-03-25"
422977,"Shimshoni","Uri","1986-03-17"
33140,"Vieth","Shaleah","1986-05-07"
245617,"Gomatam","Fuqing","1986-01-14"
87115,"Zyda","Charlene","1986-02-13"
214193,"Backhouse","Shaleah","1986-07-27"
46409,"Colorni","Marie","1986-04-02"
499128,"Swiler","Conal","1986-06-18"
41894,"Mandell","Zeydy","1986-08-24"
289904,"Bahr","Tetsurou","1986-04-25"
298391,"Erdi","Jahangir","1986-02-06"
492354,"Siochi","Otmar","1986-06-22"
40134,"Brlek","Caolyn","1986-05-09"
91420,"Suppi","Jacqueline","1986-10-04"
445544,"Malinowski","Dulce","1986-08-15"
53725,"Azulay","Neven","1986-04-20"
426542,"Slaats","Hein","1986-05-18"
87921,"Sinitsyn","Godehard","1986-09-03"
66260,"Hennings","Joydip","1986-02-15"
456793,"Haddadi","Abdelkader","1986-01-22"
436395,"Meszaros","Percy","1986-10-24"
284999,"Hebden","Vidar","1986-05-10"
48361,"Kemmerer","Yinlin","1986-02-26"
287066,"Nitsch","Shaowen","1986-02-18"
485997,"Parfitt","Filipe","1986-10-09"
53530,"Pintelas","Gully","1986-08-06"
257081,"Cronin","Fumino","1986-02-04"
441449,"Lally","Kiyokazu","1986-10-13"
418838,"Hitomi","Barun","1986-01-07"
253598,"Pintelas","Ulises","1986-03-05"
86727,"Thiran","Uno","1986-09-30"
53184,"Wissmann","Kristina","1986-09-21"
407521,"Emiris","Matk","1986-06-08"
295564,"Gyimothy","Ortrun","1986-06-14"
203661,"Kamber","Mona","1986-10-20"
75342,"Randi","Miomir","1986-02-09"
39174,"Heusch","Jinya","1986-10-22"
247462,"Kolinko","Mayuko","1986-03-26"
234310,"Murtagh","Bojan","1986-07-01"
106848,"Auyong","Paddy","1986-02-21"
100024,"Pelz","Godehard","1986-08-14"
214975,"Melton","Hongzue","1986-01-20"
212974,"Heusch","Patricia","1986-11-18"
442621,"Chiodo","Aluzio","1986-02-06"
254127,"Shumilov","Arfst","1986-04-03"
49485,"Legleitner","Yongdong","1986-07-13"
487734,"Pettey","Gina","1986-02-07"
409692,"Spell","Moto","1986-12-29"
57523,"Remmers","Tsvetan","1986-04-24"
48160,"Feinberg","Shooichi","1986-05-10"
99418,"Harbusch","Chandrasekaran","1986-11-13"
55359,"Keohane","Domenico","1986-12-08"
279907,"Kusakari","Macha","1986-10-09"
208755,"Hinsberger","Stepehn","1986-07-06"
261560,"Atchley","Boaz","1986-10-27"
95569,"Schueller","Shigenori","1986-06-08"
447935,"Sudbeck","Idoia","1986-06-24"
210752,"Stenning","Saniya","1986-12-10"
98750,"Braccini","Shooichi","1986-12-30"
282738,"Lunt","Pantung","1986-11-28"
31344,"Gerteisen","Saddek","1986-01-24"
64978,"Janocha","Youssef","1986-01-01"
49519,"Sluis","Kwangsub","1986-09-28"
422566,"Erva","Adly","1986-09-06"
67083,"Ventosa","Boutros","1986-12-20"
497415,"Eldridge","Bader","1986-08-25"
212790,"Schreiter","Yahiko","1986-01-16"
436983,"Stanger","JoAnna","1986-11-30"
478517,"Lakshmanan","Pragnesh","1986-11-02"
286446,"Perng","Rajmohan","1986-03-18"
69014,"Chenney","Xuejun","1986-10-30"
92903,"Senzako","Moriyoshi","1986-05-06"
474545,"Neimat","Zhenbing","1986-09-21"
495793,"Domenig","Mart","1986-01-22"
87386,"Conry","Tesuro","1986-10-24"
100835,"Guenter","Masako","1986-07-18"
481907,"Besselaar","Masaki","1986-06-01"
200624,"Delgrande","Jeane","1986-10-15"
444127,"Madeira","Suvo","1986-04-12"
108454,"Nanard","Tsz","1986-04-28"
62528,"Rothenberg","Adib","1986-05-09"
250287,"Oskamp","Arie","1986-08-12"
229843,"Haumacher","Ult","1986-06-05"
11459,"Suomi","Duke","1986-05-03"
462764,"Babb","Radhakrishnan","1986-07-24"
431718,"Brickell","Gita","1986-09-01"
452590,"Nilsson","Weiru","1986-07-25"
282861,"Paludetto","Masami","1986-10-22"
410154,"Srimani","Zhonghua","1986-04-10"
244599,"Henders","Boaz","1986-05-27"
200841,"Beilner","Syozo","1986-04-24"
217276,"Schapire","Billur","1986-11-14"
80971,"Rijckaert","Mountaz","1986-07-22"
258810,"Sabnani","Ziva","1986-09-12"
70602,"Maquelin","Hongzhu","1986-11-17"
85790,"Ranft","Adil","1986-08-30"
283024,"Picaronny","Shirish","1986-06-12"
88678,"Zolotykh","Danny","1986-10-09"
436637,"Braunschweig","Shietung","1986-04-16"
233890,"Kamble","Van","1986-10-07"
238803,"Velardi","Yefim","1986-10-20"
202054,"Hofmeyr","Wonhee","1986-03-29"
443876,"Lemarechal","Isaac","1986-02-15"
475329,"Eppinger","Atreyi","1986-02-01"
36399,"Rathonyi","Zita","1986-03-11"
36336,"Mitzlaff","Yoshimitsu","1986-09-15"
460977,"Sigstam","Mansur","1986-07-05"
419080,"Kaltofen","Gay","1986-03-24"
458792,"Penn","Koichi","1986-03-21"
43622,"Skogmar","Kwangho","1986-09-11"
487350,"Axelband","Krisda","1986-07-17"
238360,"Basawa","Demin","1986-10-27"
482601,"Goodrum","Steve","1986-08-05"
22309,"Liedekerke","Lena","1986-12-01"
12663,"Stellhorn","Nobuyoshi","1986-09-29"
40383,"Pepe","Subhash","1986-01-03"
251013,"Pietracaprina","Sugwoo","1986-02-28"
209842,"Ratnaker","Randi","1986-03-24"
484410,"DuCasse","Marin","1986-06-19"
31004,"Papastamatiou","Neven","1986-09-26"
59212,"Jeong","Koldo","1986-04-21"
455203,"Karcich","Brewster","1986-11-25"
255257,"Bernatsky","Somnath","1986-10-24"
78173,"Chvatal","Danil","1986-11-07"
270760,"Madeira","Martins","1986-11-25"
223331,"Lamma","Mart","1986-02-24"
98755,"Baak","Lidong","1986-09-21"
209451,"Millington","Cheong","1986-04-16"
222000,"Luef","Etsuo","1986-09-20"
444034,"Bernardeschi","Jackson","1986-05-15"
48161,"Gustavson","Khalid","1986-10-21"
96020,"Schwartzburd","Poorav","1986-01-02"
203008,"Rosti","Uriel","1986-01-22"
16164,"Kinley","Janche","1986-08-29"
446730,"Cappelletti","Randy","1986-03-25"
297659,"Willoner","Kerryn","1986-05-01"
78346,"Baer","Gilbert","1986-02-19"
471278,"Cannata","Odinaldo","1986-01-24"
69818,"Rissland","Patricio","1986-04-04"
59033,"Waterhouse","Serenella","1986-10-07"
99981,"Grandbois","Rimon","1986-11-18"
24961,"Wuwongse","Ymte","1986-07-31"
55622,"Ranta","Peer","1986-01-17"
18433,"Mitzlaff","Caolyn","1986-12-01"
425583,"Fortenbacher","Achilleas","1986-07-12"
98190,"Ambroszkiewicz","Masako","1986-07-07"
51686,"Rosay","Luigi","1986-07-20"
275151,"Neiman","Tzvetan","1986-12-22"
86621,"Rosis","Hein","1986-04-16"
33838,"Ranai","Adit","1986-12-07"
271445,"Emiris","Piyawadee","1986-05-23"
485730,"Atchley","Kwangjo","1986-09-07"
406853,"Couchot","Sachio","1986-11-22"
449934,"Gulak","Mingsen","1986-12-24"
241219,"Lovengreen","Lucian","1986-01-02"
63933,"Lanteri","Phuoc","1986-01-02"
440243,"Smailagic","Chinho","1986-05-08"
70947,"Parhami","Bouchung","1986-07-15"
482460,"Vieri","Breannda","1986-04-04"
19333,"Schrooten","Sanjeeva","1986-03-27"
103162,"Birsak","Chenxi","1986-09-13"
427448,"Tasistro","Oddvar","1986-12-28"
458941,"Vingron","Tru","1986-09-18"
493801,"Pews","Stein","1986-12-07"
26934,"Jansen","Ramalingam","1986-09-16"
412675,"Kobara","Ortrun","1986-03-03"
30778,"Leuchs","Anyuan","1986-03-31"
445000,"Pews","Gor","1986-02-06"
280630,"Sluis","Aram","1986-04-30"
280818,"Mersereau","Kasturi","1986-01-08"
459708,"Unno","Masamitsu","1986-05-12"
53021,"Narahari","Baoqiu","1986-11-19"
245412,"Erni","Val","1986-03-09"
56298,"Peir","Gro","1986-11-05"
223343,"Felcyn","Joydip","1986-04-29"
202690,"Kruskal","Josyula","1986-12-18"
86171,"Marletta","Hironobu","1986-05-14"
27945,"Mansanne","Fumiyo","1986-01-12"
285629,"Rosenbaum","Arnould","1986-04-16"
489536,"Parveen","Rosalyn","1986-09-25"
53698,"Cronau","Nimmagadda","1986-06-07"
408455,"Detkin","Fen","1986-07-12"
31769,"Wegerle","Shahab","1986-06-19"
284696,"Basart","Rasikan","1986-11-11"
464628,"Kalsbeek","Sugwoo","1986-09-08"
216175,"Linares","Rafael","1986-09-15"
419418,"Cannard","Eric","1986-09-05"
421554,"Asser","Fei","1986-04-07"
48368,"Suessmith","Xuejia","1986-02-04"
472667,"Mullainathan","Yagil","1986-12-19"
257742,"Hofstetter","Tomofumi","1986-01-24"
66234,"Isard","Kish","1986-12-12"
215156,"Conti","Kensei","1986-07-26"
72789,"Tischendorf","Kristinn","1986-07-11"
400429,"Danlos","Manu","1986-08-28"
91504,"Porotnikoff","Lene","1986-10-25"
50238,"Hedayat","Renny","1986-11-22"
291648,"Demizu","Sigeru","1986-10-29"
438562,"Gewali","Adas","1986-03-30"
283397,"Kalefeld","Mostafa","1986-12-11"
475087,"Snedden","Genevieve","1986-07-12"
101559,"Kisuki","Rasiah","1986-08-11"
223280,"Heystek","Goncalo","1986-11-08"
249893,"Stranks","Masaki","1986-07-16"
286635,"Serna","Ger","1986-10-14"
458830,"Murillo","Denny","1986-07-07"
213141,"Zultner","Sailaja","1986-01-23"
39281,"DuBourdieux","Maya","1986-06-14"
216310,"Schrift","Elrique","1986-10-26"
297397,"Velasco","Rafail","1986-11-28"
432459,"Marquardt","Junichi","1986-09-10"
267281,"Yetto","Lorien","1986-08-10"
272299,"Giaccio","Iara","1986-09-01"
22022,"Fiutem","Isaac","1986-10-17"
264984,"Birdsall","Pranav","1986-01-15"
71950,"Akaboshi","Bernice","1986-12-30"
203295,"Isaac","Horward","1986-02-17"
51543,"Kakkad","Seongbin","1986-03-08"
427175,"Moehrke","Surveyors","1986-07-22"
232685,"Hambrick","Ult","1986-11-28"
481679,"Hatcliff","Nobuyoshi","1986-03-22"
444115,"Lorys","Francesca","1986-12-04"
100256,"Sevcikova","Shietung","1986-10-25"
415266,"Servieres","Rance","1986-12-05"
421318,"Serna","Filipp","1986-10-14"
85847,"Demizu","Vesna","1986-06-18"
240063,"Hettesheimer","Adamantios","1986-10-08"
265875,"Marsiglia","Fan","1986-12-12"
93942,"Tiemann","Thanasis","1986-11-08"
459793,"Wynblatt","Vitali","1986-01-17"
220050,"Luck","Malu","1986-08-18"
468681,"Maginnis","Gina","1986-04-24"
450796,"Iisaka","Genta","1986-08-03"
494078,"McDermid","Valery","1986-12-22"
425293,"Waleschkowski","Jiakeng","1986-02-27"
62081,"Harnett","Utpal","1986-10-07"
483047,"Setiz","Jeanne","1986-01-17"
264223,"Klyachko","Dines","1986-01-29"
29484,"Eickenmeyer","Randy","1986-01-29"
407338,"Zaiane","Erzsebet","1986-03-30"
441710,"Emmerich","Dipayan","1986-07-01"
98408,"Straney","Mabo","1986-05-17"
236951,"Sudbeck","Gino","1986-04-05"
15877,"Kroll","Yannik","1986-03-02"
434859,"Bamford","Huai","1986-05-02"
18223,"Mitchem","Gully","1986-03-13"
14258,"Rothenberg","Haldun","1986-02-04"
458371,"Himler","Vitaly","1986-10-30"
57959,"Cyre","Tooru","1986-09-28"
451260,"Hasham","Kauko","1986-08-04"
267823,"Halloran","Mircea","1986-02-23"
447436,"Sabnani","Lorien","1986-04-27"
266691,"Prochazka","Gian","1986-04-20"
291977,"Pettis","Kinh","1986-12-31"
298131,"Vecchi","Shen","1986-07-24"
459659,"Baak","Jongsuk","1986-05-30"
108167,"Versino","Khalil","1986-11-23"
478388,"Stavenow","Martien","1986-08-27"
267186,"Onuegbe","Xiadong","1986-06-17"
74869,"Swan","Halsur","1986-08-21"
486508,"Narlikar","Serif","1986-05-28"
251800,"Cangellaris","Aluzio","1986-05-12"
31389,"Gunderson","Ranan","1986-11-21"
90509,"Schicker","Elgin","1986-05-24"
31969,"Jiang","Susuma","1986-07-20"
273510,"Sidje","Halsur","1986-01-15"
276563,"Solares","Gift","1986-04-24"
413159,"Ligten","Atreye","1986-11-29"
474076,"Pusterhofer","Masoud","1986-11-08"
27642,"Zockler","Muneo","1986-08-11"
448606,"Zastre","Khoa","1986-02-22"
227176,"Demeyer","Ebru","1986-01-11"
63041,"Broomell","Kazuhiko","1986-09-26"
232231,"Eastman","Giap","1986-01-15"
481307,"Pappas","Hatsukazu","1986-08-19"
72376,"Bugaenko","Arie","1986-03-02"
421158,"Passino","Zito","1986-05-20"
499872,"Krychniak","Kannan","1986-12-24"
471045,"Dulin","Aral","1986-06-06"
263335,"Rullman","Leah","1986-11-29"
12393,"Uhrig","Soenke","1986-07-07"
258981,"Swist","Guther","1986-08-11"
20753,"Lemarechal","Lalit","1986-10-15"
236885,"Pileggi","Prodip","1986-04-09"
28482,"Papastamatiou","Dietrich","1986-07-24"
237730,"Domenig","Hatsukazu","1986-10-04"
44593,"Peir","Leucio","1986-09-24"
67185,"Dolinsky","Geraldo","1986-12-18"
31126,"Siegrist","Mokhtar","1986-07-28"
31809,"Basart","Guther","1986-12-29"
443980,"Geffroy","Sibyl","1986-09-09"
16192,"Sigstam","Leandro","1986-10-23"
288411,"Frolund","Achilleas","1986-03-15"
241377,"Kroll","Alper","1986-10-23"
15955,"Dratva","Yuguang","1986-03-31"
24018,"Lamparter","Oddvar","1986-11-23"
99513,"Bridgland","Spyrose","1986-06-30"
93451,"Staudhammer","Elliott","1986-07-17"
249947,"Farrar","Arfst","1986-02-13"
221396,"Caine","Leandro","1986-11-30"
92466,"Varman","Rajmohan","1986-02-09"
78465,"Cappelletti","Demin","1986-11-23"
498782,"Deyuan","Sibyl","1986-08-31"
264390,"Waeselynck","Abdelghani","1986-03-15"
274086,"Oppitz","Randi","1986-03-12"
103361,"Herber","Harngdar","1986-12-25"
258538,"Erol","Odoardo","1986-09-18"
413745,"Kropf","Marko","1986-03-02"
261234,"Docker","Rosine","1986-10-01"
298930,"Mellouli","Dinah","1986-03-05"
18919,"Stille","Remco","1986-02-07"
421437,"Lunn","Oddvar","1986-04-22"
53546,"Rodier","Dietrich","1986-05-15"
92207,"Orsini","Paddy","1986-07-21"
450487,"Zwicker","Takushi","1986-11-02"
215675,"Tibblin","Mizuhito","1986-08-10"
472759,"McConalogue","Frazer","1986-03-22"
498914,"Avouris","Mario","1986-02-22"
265205,"Glinert","Dines","1986-06-29"
266462,"Fritzsche","Valdiodio","1986-06-27"
238907,"Douceur","Ashish","1986-11-23"
412730,"Stiles","Tamiya","1986-09-19"
427614,"Itschner","Jinpo","1986-01-16"
485251,"Kenevan","Cedric","1986-11-25"
293908,"Bellmore","Xinglin","1986-07-13"
15292,"Lammel","Miyeon","1986-07-31"
235045,"Capobianchi","Saniya","1986-06-15"
479524,"Suessmith","Gianluca","1986-08-20"
270915,"Taubenfeld","Constantino","1986-08-07"
214860,"Tiemann","Wonhee","1986-11-16"
403113,"Papsdorf","Shawna","1986-10-08"
17599,"Viele","Zissis","1986-10-26"
471964,"Leaver","Janche","1986-03-12"
204001,"Foote","Danel","1986-06-24"
243806,"Rebaine","Tsuneo","1986-01-20"
64106,"Krone","Youjian","1986-08-29"
52831,"Simmen","Chiranjit","1986-02-09"
245859,"Brookman","Torsten","1986-08-23"
232566,"Vidya","Rasiah","1986-09-08"
29951,"Plump","Giri","1986-04-23"
494710,"Rusterholz","Aris","1986-08-21"
88933,"Merli","Jiann","1986-03-03"
440614,"McConalogue","Naftali","1986-05-09"
228502,"Pietrzykowski","Temple","1986-05-06"
296676,"Hockney","Zeydy","1986-04-22"
232832,"Chaudhury","Hongzue","1986-05-26"
485879,"Waymire","Shugo","1986-01-23"
87454,"Veeraraghavan","Terresa","1986-07-07"
488343,"Rattan","Hinrich","1986-12-04"
441786,"Zedlitz","Aksel","1986-08-22"
206335,"Eldridge","Katsuyuki","1986-06-27"
231651,"Ushiama","Shaibal","1986-07-18"
255653,"Riesenhuber","Masaki","1986-12-28"
405963,"Selenyi","Hidekazu","1986-04-21"
88269,"Kaelbling","Demin","1986-08-09"
284773,"Kandlur","Hatim","1986-03-02"
290528,"Akaboshi","Mayuko","1986-04-27"
480135,"Narahari","Danny","1986-10-01"
14474,"Ferretti","Taiji","1986-08-25"
431454,"Rosti","Siddarth","1986-06-17"
91038,"Aseltine","Chanjung","1986-05-01"
70018,"Remmele","Mandell","1986-03-16"
448046,"Serov","Mang","1986-07-27"
257133,"Gill","Jenwei","1986-04-05"
442292,"Magliocco","JiYoung","1986-09-15"
211891,"Lamba","Mingzeng","1986-08-21"
498462,"Iisaku","Renny","1986-07-19"
478889,"Penn","Ortrun","1986-08-03"
51525,"Rosay","Itzchak","1986-01-03"
54748,"Showalter","Taizo","1986-07-28"
240781,"Kulisch","Xiaobin","1986-01-28"
210629,"Biron","Zhiwei","1986-10-13"
33094,"Nastansky","Mani","1986-11-16"
236205,"Fairtlough","Patricia","1986-09-09"
76811,"Kushner","Ronnie","1986-01-12"
444334,"Lamba","Gill","1986-09-26"
267103,"Figueira","Bernice","1986-02-21"
106783,"Shihab","Alassane","1986-08-26"
248616,"Hiyoshi","Lalit","1986-12-25"
107054,"Tischendorf","Adel","1986-01-08"
216878,"Sommen","Claude","1986-08-12"
488425,"Chelton","Lansing","1986-09-18"
47755,"Hasham","Mihalis","1986-02-26"
458086,"Kossowski","Shaz","1986-10-26"
78592,"Neimat","Elvis","1986-11-06"
13871,"Plavsic","Anoosh","1986-03-25"
290765,"Farris","Yoshimitsu","1986-02-04"
64631,"Matheson","Sadegh","1986-05-27"
415288,"Raczkowsky","Howell","1986-12-09"
269805,"Swiler","Chuanti","1986-01-10"
419946,"Garrabrants","Weiru","1986-11-29"
252368,"Rabehasaina","Chenyi","1986-03-25"
452464,"Jording","Siddarth","1986-11-27"
416920,"Kossowski","Ekawit","1986-03-03"
499681,"Heemskerk","Kazuhito","1986-06-06"
17780,"Delgrange","Oldrich","1986-05-11"
19346,"Schueller","Dmitri","1986-03-18"
15490,"Renear","Guenter","1986-03-15"
496796,"Eugenio","Hsiangchu","1986-11-11"
496017,"Rodham","Faiza","1986-05-30"
486624,"Rosin","Arto","1986-09-01"
428933,"Luke","Arup","1986-10-14"
447631,"Escriba","Anoosh","1986-05-08"
463672,"Kobara","Jixiang","1986-02-15"
429746,"Polajnar","Trygve","1986-01-09"
76835,"Schaaf","Harngdar","1986-09-19"
38656,"Chenoweth","Mayuri","1986-06-13"
224197,"Neiman","Murthy","1986-03-08"
494763,"Bazelow","Woody","1986-10-14"
263374,"Farrar","Arnould","1986-06-18"
232371,"Kobuchi","Charmane","1986-06-29"
448623,"Taubman","Tetsurou","1986-12-31"
224624,"Dalton","Brendon","1986-02-27"
440873,"Marletta","Baruch","1986-09-24"
443453,"Zyda","Randi","1986-09-03"
22919,"Skogmar","Georg","1986-03-12"
234266,"Cusworth","Mamdouh","1986-01-29"
448773,"Renear","Hongzhu","1986-02-02"
84283,"Slaats","Gal","1986-06-12"
498826,"Flanders","Huan","1986-04-20"
262315,"Basart","Adin","1986-12-03"
480995,"Argence","Saeko","1986-08-22"
93884,"Felder","Yucai","1986-01-20"
426552,"Ellozy","Manibrata","1986-04-10"
431659,"Mahmud","Hironoby","1986-11-25"
109893,"Perez","Bokyung","1986-06-04"
248641,"Iisaku","Morrie","1986-09-26"
434743,"Salverda","Chiradeep","1986-01-31"
248824,"Gubsky","Dante","1986-04-03"
411560,"Aamodt","Basant","1986-12-25"
290809,"Warwick","Mototsugu","1986-08-14"
89846,"Speel","Candido","1986-12-19"
450891,"Bain","Aron","1986-02-02"
406924,"Collette","Abdelwaheb","1986-09-20"
286848,"Demeyer","Ulf","1986-02-07"
288029,"Schaap","Lijia","1986-03-13"
203672,"Pettis","Aram","1986-08-21"
290442,"Kragelund","Djenana","1986-09-03"
82762,"Ducloy","Otmar","1986-09-25"
88292,"Chaudhuri","Wayne","1986-09-01"
277604,"Wegerle","Neelam","1986-11-20"
429603,"Ramamoorthy","Marsja","1986-06-18"
83821,"Gonthier","Kazuhito","1986-08-13"
263603,"Rissanen","Berto","1986-08-12"
278828,"Rosin","Stabislas","1986-01-23"
420568,"Solares","Subir","1986-12-19"
297069,"Bugrara","Kristine","1986-11-20"
277762,"Bondorf","Fusako","1986-12-01"
101453,"Staylopatis","Nectarios","1986-10-27"
92927,"Viele","Kristine","1986-11-25"
482965,"Gopalakrishnan","DAIDA","1986-01-23"
260638,"Cronan","Richara","1986-04-18"
23466,"Anandan","Chikara","1986-02-22"
56515,"Litzler","Kiyokazu","1986-11-05"
35582,"Redmiles","Make","1986-09-15"
249788,"Shokrollahi","Marlo","1986-02-21"
493213,"Maquelin","Mats","1986-05-07"
30432,"Slutz","Frederique","1986-10-19"
456701,"Macedo","Pohua","1986-02-21"
439144,"Otillio","Candida","1986-04-05"
42617,"Kawashimo","Thodoros","1986-04-21"
410192,"Rebaine","Shakhar","1986-01-15"
253005,"Apsitis","Hsiangchu","1986-01-17"
426978,"Calkin","Mantis","1986-12-07"
452266,"Rotem","Xiong","1986-04-16"
51310,"Peng","Hatim","1986-02-11"
421994,"Cyre","Lubomir","1986-07-26"
254203,"Milicic","Rutger","1986-08-14"
87176,"Varker","Amalendu","1986-01-11"
233860,"Duclos","Alejandra","1986-09-27"
446035,"Piazza","Mona","1986-02-03"
80351,"Coors","Peer","1986-07-28"
279757,"Ramsak","Pintsang","1986-06-06"
68913,"Seuren","Tayeb","1986-08-04"
10494,"Servieres","Yakkov","1986-01-18"
57788,"Conde","Kristof","1986-07-26"
226755,"Wendorf","Hitomi","1986-01-19"
272554,"Cunliffe","Tetsushi","1986-04-07"
225588,"Naudin","Pranas","1986-03-23"
241079,"Haldar","Stella","1986-02-19"
445366,"Panienski","Raimond","1986-03-03"
25338,"Broomell","Kotesh","1986-03-27"
90916,"Curless","Eishiro","1986-01-01"
436124,"Binding","Padma","1986-09-04"
268299,"Erman","Arup","1986-01-11"
496934,"Jullig","Kellyn","1986-06-14"
78298,"Eickenmeyer","Florina","1986-05-11"
89630,"Rosiles","Jaihie","1986-06-04"
243447,"Lundstrom","Weijing","1986-09-13"
26614,"Swist","Munir","1986-06-25"
29683,"Asser","Maya","1986-11-15"
15766,"Osgood","Dhritiman","1986-11-14"
231461,"Sidje","Aiichiro","1986-06-24"
79926,"Cusworth","Jiann","1986-01-24"
281350,"Schoegge","Kyoichi","1986-04-19"
453214,"Hennebert","Xiaoheng","1986-12-18"
218855,"Bratsberg","Elvia","1986-10-12"
464778,"Assaf","Shunichi","1986-10-22"
35387,"Coors","Tzvetan","1986-06-24"
404517,"Gerlach","Panayotis","1986-09-16"
230192,"Mandelberg","Oddvar","1986-06-05"
224611,"Champarnaud","Fei","1986-02-24"
455671,"Hooghiemstra","Aamer","1986-05-24"
87034,"Anily","Junsik","1986-08-01"
42148,"Lorys","Radhika","1986-07-17"
50285,"Bernardeschi","Utz","1986-01-26"
454344,"Binkley","Sasan","1986-12-21"
46548,"Schlenzig","Uno","1986-07-25"
225235,"Murrill","Radhakrishnan","1986-08-17"
239934,"Tyugu","Lalit","1986-07-10"
231272,"Vendrig","Bluma","1986-05-13"
442288,"Rissland","Satosi","1986-06-30"
109142,"Prochazka","Stella","1986-07-30"
406640,"Templeman","Foong","1986-04-21"
17891,"Luiz","Isaac","1986-02-11"
57331,"Passino","Visit","1986-10-22"
467946,"Baar","Randi","1986-09-24"
457064,"Meriste","Rosine","1986-07-17"
475591,"Zlotek","Goetz","1986-02-01"
429368,"Rahimi","Gurbir","1986-12-25"
36543,"Hennebert","Chriss","1986-10-04"
249191,"Rubsam","Ibibia","1986-01-19"
200822,"Haumacher","Uta","1986-10-02"
407771,"Benantar","Geoffry","1986-03-05"
460573,"Yeung","Eirik","1986-07-25"
10149,"Perry","Xiadong","1986-11-05"
35046,"Luders","Sachem","1986-04-29"
403547,"Swick","Haldun","1986-05-14"
40199,"Heering","Lijia","1986-07-15"
256588,"Katzenelson","Radhakrishnan","1986-11-27"
408044,"Begiun","Mooi","1986-07-11"
72299,"Schoegge","Khalil","1986-02-17"
271152,"Itschner","Kiam","1986-08-05"
223012,"Cyre","Shunichi","1986-11-30"
453937,"Standera","Zita","1986-04-20"
257034,"Ravishankar","Radoslaw","1986-08-26"
82799,"Argence","Bezalel","1986-11-20"
471667,"Andreotta","Fumino","1986-10-08"
88447,"Qiwen","Kristina","1986-10-09"
57400,"Cichocki","Guoxiang","1986-04-04"
27800,"Sommer","Baruch","1986-11-16"
282025,"Maksimenko","Zeljko","1986-08-14"
204892,"Kroll","Zengping","1986-12-17"
55702,"Kopetz","Gianluca","1986-09-21"
77616,"Pappas","Freyja","1986-01-07"
447837,"Birge","Mechthild","1986-07-06"
483739,"Bierbaum","Jiang","1986-01-01"
279959,"Glowinski","Uinam","1986-07-07"
106164,"Apsitis","Hatem","1986-12-11"
477595,"Linares","Arto","1986-06-02"
73036,"Koyama","Syozo","1986-11-23"
221132,"Bridgland","Dannz","1986-06-05"
494821,"Chiodo","Gay","1986-07-13"
68647,"Savasere","Brewster","1986-07-17"
486166,"Berztiss","Akeno","1986-05-31"
244388,"Perin","Tonny","1986-01-06"
26935,"Przulj","Moti","1986-01-06"
200045,"Montresor","Salvador","1986-08-05"
428455,"Boyle","Sanjai","1986-06-28"
260243,"Axelband","Ziya","1986-06-23"
70701,"Prenel","Baoqiu","1986-08-16"
474506,"Rouquie","Willard","1986-02-15"
73705,"Pleszkun","Danel","1986-05-01"
423806,"Akazan","Martina","1986-04-17"
59980,"Sifakis","Tua","1986-11-19"
439354,"Lorys","Xinan","1986-11-28"
284989,"Basagni","Jessie","1986-10-07"
485212,"Besancenot","Magdalena","1986-12-08"
46790,"Lowrie","Filipe","1986-02-20"
449672,"Vuskovic","Ayonca","1986-06-25"
